URL,Etiology,Symptoms
https://www.orthobullets.com/basic-science/12288/stroke,"Two forms
diminished blood flow
(ischemic stroke)
hemorrhage (
hemorrhagic stroke
)
Pathophysiology
etiology include
35% - atherosclerosis of the extracranial vessels (carotid atheroma)
30% -
cardiac and fat emboli, endocarditis
15% -
lacunar
occur in areas supplied by small perforating vessels and result from
atherosclerosis
hypertension
diabetes
10% - parenchymal hemorrhage
10% - subarachnoid hemorrhage
Watershed occurs at areas at border of two arterial supplies
often follow
prolonged hypotension
TIA is charcaterized by transient neurologic deficits for
less than 24 hours
(usually less than 1 hr.)",
https://www.orthobullets.com/knee-and-sports/3025/osteonecrosis-of-the-knee,"Pathophysiology
spontaneous osteonecrosis
appears to represent a subchondral insufficiency fracture
another hypothesis is an association with a meniscal root tear","pain with weightbearing, especially sitting to standing"
https://www.orthobullets.com/shoulder-and-elbow/3074/shoulder-hemiarthroplasty,,
https://www.orthobullets.com/pediatrics/4016/galeazzi-fracture--pediatric,"Pathophysiology
DRUJ disruption
disruption of the DRUJ in a pediatric patient can consist of
DRUJ dislocation
a displaced ulnar physeal injury (Galeazzi-equivalent)
most common
pathoanatomy
axial loading in combination with extremes of forearm rotation (pronation or supination)
pronation produces an apex dorsal radial fracture with the distal ulna displaced dorsally
supination produces an apex volar radial fracture with the distal ulna displaced volarly
Associated injuries
nerve injuries are rare","wrist and forearm pain
radial deformity
limitation of wrist motion
ulnar head prominence or deformity can sometimes be seen"
https://www.orthobullets.com/foot-and-ankle/7000/acquired-spastic-equinovarus-deformity,"Pathophysiology
equinus
secondary to overactivity of the gastrocnemius-soleus complex
varus
due to relative overactivity of the tibialis anterior, with lesser contributions from the FHL, FDL, and tibialis posterior.
Etiology
cerebrovascular accident
(CVA)
traumatic brain injury
(TBI)
Associated conditions
joint contractures
hyperextension of knee in stance phase",deformity and difficulty with gait
https://www.orthobullets.com/anatomy/10017/biceps-brachii,,
https://www.orthobullets.com/hand/422863/radiocarpal-fracture-dislocation,"Pathophysiology
mechanism of injury
high energy shear or
rotational force to a hyperextended and pronated wrist
often due to falls from height and motor vehicle accidents
Associated conditions
orthopaedic conditions
open fractures
distal radius fractures
radial styloid avulsion fractures
attachment of the radioscaphocapitate (RSC) ligament
volar lunate facet fractures
attachment of the short radiolunate ligament
ulnar styloid fracture
carpal bone fractures (scaphoid, lunate and trapezium)
medial nerve injury > ulnar nerve injury
irreducible DRUJ with soft tissue interposition
intercarpal injury (scapholunate or lunotriquetral dissociation)","common symptoms
pain and swelling of the wrist
numbness and tingling"
https://www.orthobullets.com/pediatrics/4047/congenital-dislocation-of-patella,"Pathophysiology
pathoanatomy
osseous abnormalities
small or absent patella
hypoplastic trochlea
external tibial torsion
soft tissues abnormalities
thickened, tight lateral structures
including
iliotibial band
retinaculum
tight quadriceps
causing superiorly subluxed patella
Associated conditions
Larson syndrome
arthrogryposis
diastrophic dysplasia
nail-patella syndrome
Down syndrome
Ellis-van Creveld syndrome","delayed walking
can mimic cerebral palsy"
https://www.orthobullets.com/basic-science/9092/oncogenic-osteomalacia,"Pathophysiology
the tumor secretes a
humoral factor (""phosphatonin"")
that affects the proximal renal tubules
phosphatonins include
FGF-23 (most important), sFRP-4, and MEPE
reduces calcitriol production in the kidney and inhibits phosphate transport
leads to increased renal phosphate excretion, hypophosphatemia and osteomalacia
types of tumors that cause oncologic osteomalacia (known as phosphaturic mesenchymal tumor)
benign tumors (more common)
phosphaturic mesenchymal tumors (mixed connective tissue variant) e.g. hemangiopericytoma (commonest cause)
osteoblastoma-like tumors
ossifying fibrous tumors
nonossifying fibrous tumors
malignant causes (rare)
osteosarcoma
fibrosarcoma
Genetics
mutations
the key phosphatonin is FGF23, and this condition is linked to a mutation in the gene coding for FGF23
Associated conditions
orthopaedic manifestations
pathological fractures of long bones and vertebrae","generalized bone and muscle pain
fractures of long bones, ribs and vertebrae
proximal muscle weakness
fatigue"
https://www.orthobullets.com/anatomy/10082/peroneus-tertius,,
https://www.orthobullets.com/pediatrics/4038/sprengels-deformity,"Associated conditions
scapular winging
hypoplasia
omovertebral connection between superior medial angle of scapula and
cervical spine
(30-50%)
Pathophysiology
interruption of
embryonic
subclavian blood supply
at level of subclavian, internal thoracic or suprascapular artery
in contrast, Poland syndrome is subclavian artery interruption proximal to internal thoracic and distal to vertebral artery
associated diseases
Klippel-Feil (approximately 1/3 have Sprengel deformity)
congenital scoliosis
upper extremity anomalies
diastematomyelia
kidney disease",often referred for evaluation of scoliosis
https://www.orthobullets.com/anatomy/10079/tibialis-anterior,,
https://www.orthobullets.com/hand/6102/felon,"Pathophysiology
mechanism of injury
penetrating injury
blood glucose needlestick
splinters
local spread
may spread from paronychia
no history of injury in 50% of patients
may result from bacterial contamination of the fat pad through the eccrine sweat glands
pathophysiology
overview
swelling and pressure within micro-compartments, leading to ""compartment syndromes"" of the pulp
progression
inflammation and cellulitis leads to local vascular congetsion
if left untreated, tissue necrosis and abscess formation leads to increased microvascular impairment
increasing pressure can eventually lead to ""compartment syndrome"" and subsequent ischemia
affects the blood supply to the diaphysis more than the blood supply to the skin, causing bone necrosis and sequestration before spontaneous decompression through the skin
organisms
Staphylococcus aureus
most common organism
gram negative organisms
found in immunosuppressed patients
Eikenella corrodens
found in diabetics who bite their nails",severe throbbing pain
https://www.orthobullets.com/hand/6100/herpetic-whitlow,"Pathophysiology
viral shedding occurs while vesicles are forming bullae","intense burning pain followed by erythema
malaise"
https://www.orthobullets.com/hand/6076/syndactyly,,
https://www.orthobullets.com/spine/322194/cervical-adjacent-segment-disease,"Forms
adjacent segment degeneration
radiographic changes of degeneration at levels adjacent to a spinal fusion with or without clinical symptoms
adjacent level ossification (ALOD)
large anterior marginal osteophyte that forms adjacent to a fused construct
unclear whether this leads to adjacent segment disease
adjacent segment disease (ASD)
development of clinical radiculopathy or myelopathy correlating to a motion segment adjacent to the fusion construct
Pathophysiology
ASD
increased motion at the adjacent disc space to compensate for the rigid fused segment
supraphysiologic motion, increased stress, and shear strain leads to accelerated degeneration of the disc space
increase intradiscal pressure ensues from the compensatory increase in motion and stress
increased disc herniation, loss of disc height, osteophyte formation
results in cervical foraminal and central canal stenosis which can lead to clinical radiculopathy and myelopathy
clinical data does not entirely support this as cervical disc arthroplasty, which preserves spinal segment motion, does not reduce ASD
damage to the anterior longitudinal ligament and longus colli muscle at the time of surgery
placement of needle marker into incorrect disc space when localizing the operative level
potentially minimize
ALOD
etiology unclear, but speculated to be an inflammatory reaction that occurs from increased proximity of anterior cervical plate to the adjacent disc space
plate place within 5 mm of the adjacent disc increases ossification risk
heterotopic bone formation in the anterior longitudinal ligament","radiculopathy
pain in dermatome corresponding to adjacent motion segment to previous fusion construct
motor weakness corresponding to the root level adjacent to a previous fusion construct
myelopathy
gait instability
hand clumsiness
urinary abnormalities"
https://www.orthobullets.com/anatomy/10110/lumbosacral-plexus,,
https://www.orthobullets.com/pathology/8054/neuroma,,
https://www.orthobullets.com/recon/322085/adult-knee-radiographic-evaluation,,
https://www.orthobullets.com/pediatrics/4104/down-syndrome,"Genetics
maternal duplication of chromosome 21, yielding a
trisomy 21
chromosome 21 codes for Type VI Collagen (COL6A1, COL6A2)
critical component of skeletal muscle extracellular matrix
dysfunction may contribute to generalized joint laxity
Associated conditions
orthopaedic manifestations
generalized ligamentous laxity and hypotonia
short stature
C1-2 instability
Occipitocervical Instability
delayed motor milestones (walk at 2-3 years of age)
hip subluxation and dislocation
patellofemoral instability and dislocation
scoliosis & spondylolisthesis
pes planus
metatarsus primus varus
SCFE
medical conditions and comorbidities
mental retardation
cardiac disease (50%)
endocrine disorders (hypothyroidism)
premature aging
duodenal atresia
hypothyroidism
Alzheimer's disease",determining degree of symptoms can be difficult
https://www.orthobullets.com/recon/422739/tha-postoperative-inpatient-management,,
https://www.orthobullets.com/hand/6089/anomalous-extensor-tendon,"Mechanism
symptoms arise because of increased muscle
volume
within small muscle compartment
pain from synovitis or ischemia","usually asymptomatic
discovered
incidentally
during surgery (e.g. ganglion removal)
mass
on the dorsum of the hand
intermittent dorsal wrist pain
if muscle bellies impinge on and occupy the narrow dorsal compartments of the wrist"
https://www.orthobullets.com/shoulder-and-elbow/3046/biceps-subluxation,"Pathophysiology
most commonly associated with
subscapularis tears
most common associated pathology
disruption of the biceps sling","anterior
shoulder pain
may have sensation of clicking"
https://www.orthobullets.com/pediatrics/4033/si-joint-infection--pediatric,"Pathophysiology
microbiology
staphylococcus aureus
is the causative organism in most of these infections
mycobacterium tuberculosis
skeletal tuberculosis accounts for 3–5 % of all tuberculosis, of which approximately 10 % occurs at the SIJ
Salmonella
seen in the setting of Sickle Cell Disease","progressive
low back and buttock pain
unable to bear weight
on affected side secondary to pain
fever"
https://www.orthobullets.com/basic-science/9057/amyotrophic-lateral-sclerosis-als,"Pathologic features
lower motor neuron signs
loss of motor neurons within the anterior horns
of the spinal cord and motor cranial nerve nuclei
upper motor neuron signs
degeneration with l
oss of myelinating fibers in the corticospinal
and corticobulbar pathways
abnormal motor conduction, normal sensory conduction
Genetics
cause is mostly unknown
small percentage (~5%) of patients have familial form of the disease
some map to gene for superoxide dismutase on chromosome 21","painless weakness in one extremity that extends to the other extremities
fasciculations
impaired speech or swallowing
reduced head control
breathing difficulty
muscle cramping
urinary frequency or incontinence (late findings)
sensory remains normal"
https://www.orthobullets.com/hand/6072/cleft-hand,"Pathogenesis
theory is wedge-shaped degeneration of
central part of apical ectodermal ridge (AER)
because of loss of function of certain genes expressed in that part of the AER
Types
unilateral vs bilateral
isolated vs syndromic
Forms
typical
(central) cleft hand is characterized by
also known as lobster-claw deformity
Swanson type I failure of formation
(longitudinal arrest) of central ray, leaving
V-shaped cleft
in the center of the hand
Genetics
inheritance pattern
autosomal dominant
with reduced penetrance (70%)
inherited forms become more severe with each generation
mutations
deletions, inversions, translocations of 7q
split hand-split foot syndrome
affected families should undergo
genetic counseling
Associated conditions
Ectrodactyly-ectodermal dysplasia-cleft (EEC) syndrome
sensorineural hearing loss
syndactyly and polydactyly","aesthetic limitation
functional limitation"
https://www.orthobullets.com/knee-and-sports/3023/quadriceps-tendon-rupture,"Pathophysiology
mechanism
eccentric loading
of the knee extensor mechanism
often occurs when the foot is planted and knee is slightly bent
in younger patients the mechanism is usually direct trauma",pain
https://www.orthobullets.com/knee-and-sports/3003/history-and-physical-exam-of-the-knee,,
https://www.orthobullets.com/hand/6106/deep-space-and-collar-button-infections,,"pain
swelling"
https://www.orthobullets.com/basic-science/9061/structural-properties,,
https://www.orthobullets.com/anatomy/10117/deep-peroneal-nerve,,
https://www.orthobullets.com/pathology/8063/nodular-fasciitis,,"may be painless or painful
painful in half of patients
often rapidly enlarging mass over 1 to 2 weeks
lesions 1 to 2 cm"
https://www.orthobullets.com/knee-and-sports/12108/rib-stress-fracture,"Pathophysiology
pathoanatomy
repetitive contraction
stress placed on a rib during repetitive contraction of an attached muscle
accentuated during training because muscles strengthen more rapidly than bone
muscle fatigue
during prolonged activity
places a bone at  risk  for  fracture  by  lessening  the  ability  of  a  muscle  to absorb and dissipate opposing forces
anatomic sites of weakness
first rib stress fx
groove for subclavian artery is site of weakness due to superiorly  directed  forces  from  the scalene muscles and inferiorly directed forces from the serratus  anterior  and  intercostal  muscles","pain
insidious onset
worse with coughing, deep inspiration and overhead activities"
https://www.orthobullets.com/spine/2002/lower-extremity-spine-and-neuro-exam,,
https://www.orthobullets.com/shoulder-and-elbow/3077/shoulder-resurfacing,,
https://www.orthobullets.com/hand/6110/split-nail-deformity,"Pathophysiology
caused by scar in the germinal matrix that causes absence of nail production
can occur as a sequelae of
nail bed injuries
infections (i.e. paronychia)","common symptoms
painless
complaint is typically cosmetic in nature"
https://www.orthobullets.com/shoulder-and-elbow/3127/olecranon-stress-fracture,"Pathophysiology
mechanism of injury
three commonly accepted theories
olecranon posteriomedial impingement
triceps traction force
valgus extension overload
Associated injuries with throwing movements
ulnar collateral ligament tears
medial epicondyle avulsion fracture","posteromedial olecranon pain of the throwing arm
improves with rest
worse with throwing movements"
https://www.orthobullets.com/pediatrics/12745/goldenhar-syndrome,"Pathophysiology
results from an
error in the embryological development of
the ectoderm
leads to unilateral arrest or dysplastic development of
first and second branchial arches
first pharyngeal pouch
branchial cleft
Genetics
inheritance
multifactorial but usually sporadic
may have a genetic component
rarely inherited in an autosomal dominant pattern (1-2%)
Associated conditions
spine
thoracic scoliosis
defects of vertebral segmentation (cervical most common)
face
partially formed or absent ear (microtia)
benign growths around the eye (ocular desmoid cysts)
chin or mouth deviated to the affected side
cleft lip/palate
systemic
hearing defects
kidney defects
normal intelligence","facial asymmetry
hearing problems
dental underdevelopment
spinal deformity"
https://www.orthobullets.com/hand/6099/thromboangiitis-obliterans-buergers-disease,"Pathophysiology
inflammation and clotting of the small vessels of hands and feet
3 phases
acute
thrombus including neutrophils and giant cells
occludes the vessel lumen while sparing the wall
subacute
progressive organization of the thrombus
chronic
inflammation has subsided
organized thrombus and vascular fibrosis remain","early disease
intermittent claudication
of feet, legs, hands or arms
numbness and/or tingling in the limbs
late disease
symptoms of critical limb ischemia
rest pain"
https://www.orthobullets.com/basic-science/4037/pustulosis-palmoplantaris,"Pathophysiology
unknown
therories
activated
nicotine receptors
in the sweat glands cause an
inflammatory process
Associated conditions
orthopaedic conditions
chronic recurrent multifocal osteomyelitis
synovitis–acne–pustulosis–hyperostosis–osteomyelitis (
SAPHO
) syndrome
rare presentations of arthropathy
medical conditions & comorbidities
autoimmune diseases
gluten sensitive enteropathy (celiac disease)
thyroid disease
type 1 diabetes","pruritis, bruning sensation and occasionally pain
worsend by pressure, rubbing and friction
may have discomfort walking
significant psychologic effect"
https://www.orthobullets.com/knee-and-sports/3019/iliotibial-band-friction-syndrome,"Pathophysiology
mechanism of injury
iliotibial band is repetitively shifted forward and backwards across the lateral femoral condyle causing
friction, iliotibial band tensioning and inflammation
impingement zone = 30 degress of knee flexion
pathoanatomy
compression and irritation of the underlying connective tissues beneath the iliotibial band
may result in cysts or bursitis in the lateral synovial recess
may be associated with femoral condyle osseous edema
pathologic changes in the iliotibial band are
less common
Associated conditions
patellofemoral syndrome
may be due to tightness of ITB
medial compartment osteoarthritis
reduced medial joint space causes varus knee deformities
greater trochanteric pain syndrome
alters biomechanics of the ITB","pain predominantly localized over the
lateral femoral condyle
pain may be exacerbated by changes in running terrain or mileage
usually relieved with rest"
https://www.orthobullets.com/anatomy/10088/popliteus,,
https://www.orthobullets.com/anatomy/10113/superior-gluteal-nerve,,
https://www.orthobullets.com/anatomy/10105/superficial-radial-nerve,,
https://www.orthobullets.com/basic-science/9070/myasthenia-gravis,"Pathogenesis
autoantibodies directed against a protein of the neuromuscular junction
autoantibodies can be directed against
nicotinic acetlycholine receptor (AChR)
more common
muscle-specific receptor tyrosine kinase (MuSK)
categorized as a
type II hypersensitivity reaction
T-cells play a role as well
thought to stimulate B-cell antibody production
Associated conditions
thymoma
thymic hyperplasia","general feature
fluctuating muscle weakness
most common weakness is worse with continued use
e.g., worse at the end of the day
true muscle fatigue
secondary to decreasing contractile muscle force
ocular symptoms
most common presenting symptoms
ptosis
diplopia
bulbar symptoms
dysphagia
dysarthria
fatigable chewing
proximal muscle weakness"
https://www.orthobullets.com/anatomy/10031/extensor-carpi-radialis-brevis,,
https://www.orthobullets.com/pediatrics/4112/fetal-alcohol-syndrome,"Associated conditions
medical manifestations
growth disturbances (before and after birth)
central nervous system dysfunction
dysmorphic facies (wide-set eyes, thin philtrum)
orthopaedic manifestations
joint contractures
hip dislocation
congenital fusions of cervical spine
congenital fusions of upper extremity
congenital scoliosis
pectus excavatum
myelodysplasia","physical and mental disability
poor motor coordination
classic facial deformities"
https://www.orthobullets.com/pathology/8051/synovial-chondromatosis,"Mechanism
associated with
cartilage metaplasia
r
esults in
multiple intra-articular loose bodies
ranges from synovial tissue to firm nodules of cartilage
Genetics
occasional chromosome 6 abnormalities have been found","slow progression of symptoms
pain and swelling
pain worse with activity
mechanical symptoms including stiffness
can occur in the bursa overlying an osteochondroma"
https://www.orthobullets.com/anatomy/10024/flexor-digitorum-superficialis,,
https://www.orthobullets.com/knee-and-sports/3027/plicae,"Pathophysiology
50% present with history of blunt trauma to the anterior knee
Plica
are embryologic remnant synovial folds. Most common plicae are
ligamentum mucosum
most common plica
located in the intercondylar notch
suprapatellar plica
located in the suprapatellar space, extending from the medial wall of the knee toward the lateral wall
medial plica
extends from the infrapatellar fat pad to the medial wall of the knee
most commonly irritated from the abrading the medial femoral condyle","snapping sensations
buckling
knee pain on sitting
pain with repetitive activity"
https://www.orthobullets.com/pediatrics/322128/clavicle-shaft-fracture--pediatric,"Pathophysiology
mechanism
fall on an outstretched arm or direct trauma to lateral aspect of shoulder
birth fractures (account for 90% of obstetric fractures)
if there is no history of trauma consider congenital pseudarthrosis of clavicle (typically on right except in patients with dextrocardia)
pathoanatomy
displacing forces
medial fragment displaces posterosuperior
due to pull of the sternocleidomastoid muscle
lateral fragment displaces inferomedially
due to pull of pectoralis and weight of arm
open fractures buttonhole through platysma
Associated injuries
are rare but include
neurovascular injury
brachial plexus injury
associated topics on orthobullets
pediatric
medial clavicle physeal injury
clavicle shaft fracture - pediatric
(80%)
distal clavicle physeal injury
adolescent and adult
sternoclavicular dislocation
clavicle shaft fracture
distal third clavicle fracture",pain
https://www.orthobullets.com/basic-science/9079/multiple-sclerosis,"Pathophysiology
pathophysiology
believed to be caused by a combination of genetic, environmental and infectious factors
recent research suggests a T-cell mediated autoimmune mechanism
Associated conditions
orthopaedic
increased fracture risk
relating to increased risk of falling and decreased bone mineral density
osteoporosis
relating to physical inactivity, vitamin D deficiency, immunomodulatory medication
gait abnormalities
muscle paralysis causing foot drop, etc
muscle and joint spasticity","symptoms of disease are based on the systems involved
psych
fatigue, depression, mood disorders
central nervous system
optic neuritis
, diplopia, nystagmus
ENT
dysarthria, dysphagia
MSK
weakness, loss of balance and coordination, spasms, ataxia, falls
neuro
parasthesis, hypoesthesia,
peculiar sensory phenomena's (e.g. sensation of wetness)
GI
incontinence, diarrhea, constipation
urology
incontinence, frequency, retention"
https://www.orthobullets.com/pediatrics/4087/friedreichs-ataxia,"Genetics
autosomal recessive
repeat mutation leads to lack of
frataxin gene
frataxin is a mitochondrial protein involved in iron metabolism and oxidative stress
mutation is GAA repeat at 9q13
Associated conditions
pes cavovarus foot
scoliosis
predictors of progression
onset of disease is less than 10 years of age
onset of scoliosis is before 15 years of age
cardiomyopathy
cardiology evaluation before surgery
antioxidants (Coenzyme Q) have been shown to decrease rate of cardiac deterioration but have no effect on ataxia","ataxia
staggering
wide based gait
(spinocerebellar)"
https://www.orthobullets.com/recon/5031/tka-approaches,,
https://www.orthobullets.com/hand/6002/thumb-motion,,
https://www.orthobullets.com?contentType=1&pp=500&p=1,,
https://www.orthobullets.com/hand/12282/digital-artery-aneurysm,"Pathophysiology
traumatic
true aneurysm
blunt trauma
weakens the arterial wall causing it to dilate
appear more
uniform in shape
false aneurysm (e.g. pseudoaneurysm)
pentrating trauma
to arterial wall replaced by organized hematoma and fibrous wall
appear more
'sac-like' in shape
non-traumatic
inflammatory
atherosclerotic","slow-growing painful mass
many be sensory disturbance due to compression of adjacent digital nerve"
https://www.orthobullets.com/knee-and-sports/3106/exertional-compartment-syndrome,"Pathophysiology
biochemistry
the local metabolism of the musculature cannot go fast enough to clear the metabolic waste products
pathoanatomy
vascular, advanced imaging, and histologic experiments have not provided clear evidence of the pathoanatomy of this condition
may have lower density of capillaries compared to asymptomatic individuals
fascial
hernias
have been identified with decompression
40% of people with exertional compartment syndrome have these facial defects, only 5% of asymptomatic people have such defects
most common location is near the intramuscular septum of the anterior and lateral compartments, where the superficial peroneal nerve exits","aching or
burning pain in leg
patients can often predict how long the pain will last for after they stop exercise
paresthesias over dorsum of foot
symptoms are
reproduced by exercise
and relieved by rest
symptoms begin ~ 10 minutes into exercise and slowly resolve ~30-40 minutes after exercise"
https://www.orthobullets.com/recon/422846/hip-magnetic-resonance-imaging,,
https://www.orthobullets.com/anatomy/10084/peroneus-brevis,,
https://www.orthobullets.com/anatomy/10021/pronator-teres,,
https://www.orthobullets.com/pathology/8029/desmoplastic-fibroma,,painful lesion
https://www.orthobullets.com/anatomy/10025/flexor-carpi-ulnaris,,
https://www.orthobullets.com/trauma/1002/tscherne-classification,,
https://www.orthobullets.com/recon/5022/tka-postoperative-rehabilitation-and-outpatient-management,,
https://www.orthobullets.com/knee-and-sports/3006/meniscal-cysts,"Pathophysiology
mechanism of injury
meniscal tear functions as a one-way valve
synovial fluid extrudes and then concentrates to form gel-like material
pathoanatomy
horizontal and complex tears, usually = parameniscal cysts
radial or vertical tears, usually = perimeniscal cysts
Associated conditions
articular cartilage injury
anterior cruciate ligament tear","asymptomatic
pain
localized to medial/lateral joint line or back of knee
mechanical symptoms
locking and clicking
delayed or intermittent knee swelling
weakness or claudication (neaurovascular impingement)"
https://www.orthobullets.com/pediatrics/4091/spinal-muscular-atrophy,"Pathophysiology
caused by progressive loss of
alpha-motor neurons
in
anterior horn
of spinal cord
Genetics
inheritance
autosomal recessive
mutation
survival motor neuron (SMN) gene mutation
present
in 90% of cases of SMA
a telomeric
gene deletion
SMN critical to RNA metabolism and is a mediator of apoptosis
there are two SMN genes
all patients with SMA lack SMN-I protein
severity of disease based on number of functional copies of SMN-II
Associated conditions
orthopaedic manifestations of SMA
hip dislocation and subluxation
scoliosis
lower extremity contractures","symmetric progressive weakness
that is
more profound in lower-extremity than upper extremity
more profound proximally than distally"
https://www.orthobullets.com/recon/5018/tka-in-patella-baja-prior-hto,"Pathophysiology of acquired patella baja
common causes include
proximal tibial osteotomy
patella baja is the most common complication seen following proximal tibial opening-wedge osteotomy
may be caused by shortening of the patellar tendon during tibial osteotomy or from scarring of the patellar tendon post-operatively
tibial tubercle slide or transfer
trauma to the proximal tibia
technical error during primary total knee replacement (joint line elevation)
ACL reconstruction
Associated conditions
total knee arthroplasty
patella infera is an important consideration when performing total knee arthroplasty
improper technique may cause patella baja
special techniques must be utilized when performing TKA in patients with patella baja from congenital or acquired (tibial osteotomy, prior TKA) causes","anterior impingement knee pain
knee stiffness"
https://www.orthobullets.com/anatomy/10111/femoral-nerve,,
https://www.orthobullets.com/anatomy/10048/opponens-digiti-minimi,,
https://www.orthobullets.com/anatomy/12317/peak-skillmaster,,
https://www.orthobullets.com/pediatrics/4107/rett-syndrome,"Pathophysiology
affects the grey matter of the brain
Genetics
inheritance pattern
X-linked dominant pattern
mutation
MECP2 gene mutation
this gene encodes the methyl-CpG-binding protein-2, which methylates DNA
95% de novo mutation
mutation is on male copy of X chromosome
Associated conditions
medical conditions
development delay
seizures
80% of cases
behavioral abnormalities
screaming and crying
loss of speech
gastrointestinal
constipation
orthopaedic
spasticity and joint contractures
ataxia
hypotonia
bruxism (grinding of teeth)
chorea (abnormal hand movement)
scoliosis with C-shaped curve
develops at the age of 10
occurs in more than 50% of patients
does not respond to bracing
instrumentation must include entire scoliotic and kyphotic curve","normal development for first 6-18 months of life
when symptoms present, they range widely from mild to severe including
apraxia
loss of purposeful movements in the hands
often the first sign of the disease
mental slowing (i.e. signs of dementia)
abnormal breathing
difficulty ambulating
seizures"
https://www.orthobullets.com/spine/2001/neck-and-upper-extremity-spine-exam,,
https://www.orthobullets.com/pediatrics/4024/proximal-tibia-epiphyseal-fractures--pediatric,"Pathophysiology
mechanism of injury
high energy trauma
varus/valgus force
hyperextension
Associated conditions
fracture
may occur as a part of a Type III tibial tubercle fracture
vascular injury
most common with hyperextension injuries
tethering of popliteal artery (5%)
peroneal nerve injury
(5%)
ligamentous injury
seen in up to 40% of Salter-Harris type III and type IV injuries
compartment syndrome (3-4%)",inability to bear weight
https://www.orthobullets.com/knee-and-sports/3014/proximal-tib-fib-dislocation,"Pathophysiology
mechanism
high-energy trauma
more common with horseback riding and parachuting
fall onto a
flexed and adducted knee
Associated conditions
posterior hip dislocation (flexed knee and hip)
open tibia-fibula fractures
other fractures about the knee and ankle","lateral knee pain
symptoms can mimic a lateral meniscal tear
instability"
https://www.orthobullets.com/anatomy/10003/levator-scapulae,,
https://www.orthobullets.com/hand/6020/pronator-syndrome,"Pathoanatomy
5 potential sites of entrapment include
supracondylar process
residual osseous structure on distal humerus present in 1% of population
ligament of Struthers
travels from tip of supracondylar process to medial epicondyle
not to be confused with arcade of Struthers which is a site of ulnar compression neuropathy in cubital tunnel syndrome
bicipital aponeurosis (a.k.a. lacertus fibrosus)
between ulnar and humeral heads of pronator teres
considered the most common site of entrapment
FDS aponeurotic arch
Associated conditions
commonly associated with
medial epicondylitis","paresthesias in thumb, index, middle finger and radial half of ring finger as seen in carpal tunnel syndrome
in pronator syndrome paresthesias often made worse with repetitive
pronosupination
should have
characteristics differentiating from carpal tunnel syndrome (CTS)
aching pain
over proximal volar forearm
sensory disturbances over the
distribution of palmar cutaneous branch of the median nerve
(palm of hand)
arises 4 to 5 cm proximal to carpal tunnel
lack of night symptoms"
https://www.orthobullets.com/anatomy/10012/deltoid,,
https://www.orthobullets.com/pediatrics/4106/turners-syndrome,"Genetics
mutation
45 XO genotype
Associated condtitions
medical
sexual infantilism
malignant hyperthermia common with anethesia
orthopaedic
cubitus valgus
idiopathic scoliosis (may be exacerbated by growth hormone therapy)
genu valgum
short 4th metacarpals
congenital hip dislocation
web neck
osteoporosis","amenorrhea
short stature
webbed neck"
https://www.orthobullets.com/pediatrics/4043/proximal-femoral-focal-deficiency,"Pathophysiology
defect in the primary ossification center (cartilage anlage)
Spectrum
spectrum of disease includes
absent hip
femoral neck pseudoarthrosis
absent femur
shortened femur
Genetics
primarily sporadic etiology, but rare autosomal dominant form exists
associated with
sonic hedge-hog gene
(limb bud)
Associated conditions
orthopaedic manifestations
fibular hemimelia
(50%)
ACL deficiency
coxa vara
knee contractures
nonorthopaedic manifestations
dysmorphic facies found in rare autosomal dominant type",
https://www.orthobullets.com/anatomy/10102/musculocutaneous-nerve,,
https://www.orthobullets.com/basic-science/9043/hemochromatosis,"Pathophysiology
increased dietary iron absorption and/or increased iron release from cell
leading to inappropriate levels of iron into organs and tissues
Genetics
inheritance
autosomal recessive
mutations
C282Y allele
is most common","classically presents with non-specific symptoms
fatigue
lethargy
joint or muscle pain
may present with systemic symptoms
impotence
diabetes
skin hyperpigmentation"
https://www.orthobullets.com/shoulder-and-elbow/3034/sternoclavicular-joint,,
https://www.orthobullets.com/anatomy/10002/serratus,,
https://www.orthobullets.com/knee-and-sports/3108/tibial-stress-syndrome-shin-splints,"Pathophysiology
caused by a traction periostitis
anterolateral
traction periostitis of tibialis anterior on tibia and interosseous membrane
posteromedial
traction periostitis of tibialis posterior and soleus
Associated conditions
female athlete triad
critical to diagnose and treat
tibial stress fractures
females have 1.5-3.5 increased risk of progression to stress fractures","vague, diffuse pain along middle-distal tibia that
decreases
with running (early stage)
differentiate from exertional compartment syndrome, for which pain increases with running
earlier onset of pain with more frequent training (later stages)"
https://www.orthobullets.com/knee-and-sports/3097/hip-labral-tear,"Pathophysiology
femoroacetabular impingement
hip dysplasia
floppy labrum more susceptible to tearing
trauma
hip dislocations/subluxations are a common cause
capsular laxity
increased translational forces across labrum due to joint hypermobility
joint degeneration
causes acetabular edge loading","mechanical hip
pain
and
snapping
may have vague groin pain
may be associated with a sensation of
locking"
https://www.orthobullets.com/spine/2040/sacroiliitis,"Pathophysiology
can stem from traumatic event or infection
pregnancy may lead to increased incidence in some females
often stems from chronic inflammation of SI joints
can lead to fibrosis and ossification within SI joint
Associated conditions
ankylosing spodyliitis
associated with HLA-B27
1-2% of all individuals will have HLA-B27
Reiter's syndrome
oligoarticular arthritis, conjunctivitis and urethritis
joint arthritis","pain with prolonged standing
difficulty climbing stairs
generalized low back pain
weakness from hip musculature on affected side
morning stiffness"
